Soal,Jawaban,Nilai_1,Nilai_2,Rata-rata
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena mungkin mereka hanya peduli pada orang yang lebih membutuhkan dan karena mungkin sebagian orang tidak mampu,4.0,4.0,4.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna kasihan terhadap kondisi para pekerja,3.0,3.5,3.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna lebih baik menyumbang daripada yang disumbang menyumbang kita dapat pahala atau rizki dari allah,3.0,3.5,3.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna untuk sedekah,2.0,3.0,2.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,dikarenakan kondisi pabrik pembuat pakaian yang mengejutkan,2.5,1.5,2.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,membuat produksi pakaian menjadi lbih beretika,2.5,2.0,2.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,krena mungkin kekecilan kebesaran,0.0,0.5,0.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,mereka memiliki rasa kepedulian terhadap sesama,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,tren fast fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etika,0.0,0.0,0.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena jauh lebih bermanfaat bagi orang orang yg membutuhkannya,3.5,4.0,3.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena apabila pakainan tersebut di buang akan menjadi limbah oleh sebab itu apabila mempunyai pakaian yang sudah tidak di pakai lagi lebih baik di sumbangkan,1.0,0.5,0.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena masyarakat akan lebih memilih untuk membeli pakaian yang beretika,1.0,0.5,0.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian membuat pembeli merasa kasian dan berniat untuk menyumbang,4.0,4.5,4.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena menyumbang merupakan kegiatan amal yang dapat bermanfaat bagi banyak orang,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,mengurangi sampah lingkungan dan polusi,0.0,0.0,0.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena menolak harga yg terlalu tinggi,0.0,0.0,0.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,tampilan kondisi kerja pada pabrik,2.5,3.0,2.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena akan bermanfaat bagi yg membutuhkan,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena orang orang tersebut bersimpati tentang kondisi kerja di sebuah pabrik pakaian,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena konsumen melihat kondisi kerja pabrib yang kurang layak,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena mereka menyumbangkan semua pakaiannya beralasan karena pakaian itu sudah tak suka lagi di pakai sehingga mereka menyumbangkannya,1.5,0.5,1.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena di luar sana masih banyak yang membutuhkan sehingga tidak sepenuhnya sumbangan tersebut digunakan untuk pakaian saja tapi juga untuk yg lain,3.0,2.0,2.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,2.5,2.0,2.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,tentang kondisi kerja di sebuah pabrik pakaian sebagai upaya untuk membuat produksi pakain menjadi beretika,3.0,3.0,3.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena agar pabrik membuat atau memproduksi pakaian menjadi lebih beretika dan memastikan bahwa pekerja mendapatkan upah yg layak,3.5,4.0,3.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena ada istilah lebih baik memberi aripada menerima,1.5,2.5,2.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,untuk mengurangi penggunan air,0.0,0.0,0.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena menyumbang itu bagus dan mendapatkan pahala,2.5,2.5,2.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena mereka melihat tampilan gambar tentang kondisi kerja di sebuah pabrik pakaian yang mungkin menentang prinsip produksi pakaian yang beretika,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena masyarakat lebih suka berbagi satu sama lain dan saling peduli satu sama lain,3.0,3.5,3.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,memilih,0.0,0.0,0.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena pakaian tersebut sudah tidak layak untuk dipakai da tidak beretika dengan baik,1.0,1.0,1.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna perbuatan menyumbang untuk orang yang tidak mampu itu sangat mulia dan banyak mendapatkan pahala,3.0,3.0,3.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,menurut saya kebanyakkan orang menyumbang karena orang orang itu ingin memproduksi pakaian yang baru,2.5,2.5,2.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,9 10 orang memilih menyumbang karena kondisi pakaian yang ingin mereka pakai bukan seperti yang diinginkan mereka setelah melihat layar tersebut bisa jadi banyaknya bahan kimia yang digunakan dalam pembuatan pakaian yang akan mengganggu konsumen dalam pemakaiannya seperti gangguan kesehatan dan pakaian yang tidak tahan lama,4.5,4.0,4.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena prihatin melihat keadaan para pekerja pabrik,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena pakaian yang dibeli merupakan fast fashion yang tidak dapat bertahan lama sehingga kebanyakan orang memilioh untuk menyumbangkan pakaian seharga 2 euro tersebut,1.0,3.0,2.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna orang orang berprihatin terhadap pabrik pabrik yang kekurangan dana,1.5,2.5,2.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena kalau disimpan pakaiannya akan kekecilan dan masih banyak yang membutuhkannya,0.0,0.5,0.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena pakaiannya akan menjadi lebih beretika,1.5,1.0,1.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna menyumbang adalah bekal untuk menuju surga,1.5,2.0,1.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena dengan menyumbang untuk membuat produksi pakaian menjadi lebih beretika,2.5,2.5,2.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena jika ikhlas menyumangkan sedikit uang kita untuk anak yatim atau ke panti asuhan kita akan mendapatkan pahala yang setimpal,1.5,1.5,1.5
